spread,ou_value,fav_ml_result,fav_sp_result,ou_result,fav_ppg,und_ppg,fav_papg,und_papg,fav_ypg,und_ypg,fav_yapg,und_yapg,fav_topg,und_topg,fav_tofpg,und_tofpg,fav_avg_mov,und_avg_mov,fav_win_pct,und_win_pct,fav_last_5_win_pct,und_last_5_win_pct,fav_home_win_pct,und_home_win_pct,fav_away_win_pct,und_away_win_pct,ppg_diff,ypg_diff,topg_diff,avg_mov_diff,win_pct_diff,last_5_win_pct_diff,team_ovr_diff,ypg_sum,ppg_ratio,ypg_ratio,avg_mov_ratio
-7.5,46.0,1,0.0,1,25.2,20.4,17.6,25.2,349.8,332.4,266.0,387.0,1.0,1.75,1.8,1.0,9.33,-5.33,0.6,0.4,0.6,0.4,1.0,0.5,0.33,0.33,4.800000000000001,17.400000000000034,-0.75,14.66,0.19999999999999996,0.19999999999999996,9.899999999999991,682.2,1.24,1.05,-1.75
-3.0,52.5,1,1.0,0,24.75,21.8,31.75,29.4,334.0,366.4,405.0,416.8,0.75,1.4,1.0,1.0,-8.0,-14.0,0.25,0.2,0.25,0.2,0.0,0.5,0.5,0.0,2.9499999999999993,-32.39999999999998,-0.6499999999999999,6.0,0.04999999999999999,0.04999999999999999,15.100000000000009,700.4,1.14,0.91,0.57
-3.5,53.5,0,0.0,1,26.4,24.4,30.4,32.2,376.0,391.4,404.0,446.0,1.8,0.8,0.8,1.0,2.0,-8.33,0.2,0.0,0.2,0.0,0.0,0.0,0.33,0.0,2.0,-15.399999999999977,1.0,10.33,0.2,0.2,6.280000000000001,767.4,1.08,0.96,-0.24
-7.0,43.5,0,0.0,0,24.25,20.5,23.0,24.5,396.0,306.75,349.0,365.25,1.75,2.0,2.0,0.5,-1.67,-4.67,0.5,0.25,0.5,0.25,1.0,0.0,0.0,0.5,3.75,89.25,-0.25,3.0,0.25,0.25,-3.3400000000000176,702.75,1.18,1.29,0.36
-2.0,42.5,1,0.0,0,16.2,17.8,26.6,28.4,282.4,263.0,343.0,356.4,1.8,1.6,1.2,1.4,-12.67,-16.0,0.0,0.2,0.0,0.2,0.0,0.33,0.0,0.0,-1.6000000000000014,19.399999999999977,0.19999999999999996,3.33,-0.2,-0.2,4.530000000000015,545.4,0.91,1.07,0.79
-10.5,46.5,1,0.0,1,29.8,22.6,15.2,29.0,339.6,321.8,335.0,355.2,1.0,2.25,2.0,1.0,8.0,-1.33,0.8,0.2,0.8,0.2,0.67,0.0,1.0,0.33,7.199999999999999,17.80000000000001,-1.25,9.33,0.6000000000000001,0.6000000000000001,6.809999999999988,661.4000000000001,1.32,1.06,-6.02
-3.0,50.0,1,1.0,0,29.5,31.2,21.75,29.8,378.25,386.6,301.5,383.4,1.0,1.2,1.75,2.4,7.0,11.33,1.0,0.8,1.0,0.8,1.0,1.0,1.0,0.5,-1.6999999999999993,-8.350000000000023,-0.19999999999999996,-4.33,0.19999999999999996,0.19999999999999996,0.710000000000008,764.85,0.95,0.98,0.62
-4.0,52.0,1,1.0,1,30.5,22.0,22.5,28.0,377.25,359.2,409.25,387.4,0.25,1.4,2.25,0.4,10.0,0.33,1.0,0.2,1.0,0.2,1.0,0.33,1.0,0.0,8.5,18.05000000000001,-1.15,9.67,0.8,0.8,4.920000000000002,736.45,1.39,1.05,30.3
-10.0,46.0,1,1.0,0,27.2,15.0,22.6,32.2,364.8,279.4,379.6,394.2,1.0,1.0,1.6,1.4,12.0,-19.33,0.4,0.0,0.4,0.0,0.0,0.0,0.67,0.0,12.2,85.40000000000003,0.0,31.33,0.4,0.4,-4.459999999999994,644.2,1.81,1.31,-0.62
-3.0,55.0,0,0.0,0,38.0,27.8,25.25,22.4,445.5,365.0,353.25,298.2,0.0,1.4,0.75,1.8,14.0,8.0,1.0,0.6,1.0,0.6,1.0,1.0,1.0,0.33,10.2,80.5,-1.4,6.0,0.4,0.4,-4.3799999999999955,810.5,1.37,1.22,1.75
-2.5,51.0,0,0.0,0,27.2,24.8,18.0,22.8,403.6,364.2,304.2,323.0,1.2,1.4,1.2,1.0,8.33,-1.33,0.8,0.4,0.8,0.4,1.0,0.0,0.67,1.0,2.3999999999999986,39.400000000000034,-0.19999999999999996,9.66,0.4,0.4,-16.480000000000018,767.8,1.1,1.11,-6.26
-5.5,55.0,1,1.0,0,29.8,27.8,22.0,28.4,407.2,401.8,382.8,371.8,0.6,1.6,1.6,1.2,7.33,-5.33,0.8,0.8,0.8,0.8,0.67,1.0,1.0,0.67,2.0,5.399999999999977,-1.0,12.66,0.0,0.0,10.469999999999999,809.0,1.07,1.01,-1.38
-1.0,55.5,0,0.0,0,32.6,25.6,36.0,20.4,488.0,395.4,404.4,346.6,2.2,1.4,0.6,0.6,-5.0,2.33,0.4,0.6,0.4,0.6,0.67,0.5,0.0,0.67,7.0,92.60000000000002,0.8000000000000003,-7.33,-0.19999999999999996,-0.19999999999999996,13.269999999999996,883.4,1.27,1.23,-2.15
-5.0,44.5,1,0.0,0,23.5,16.83,29.17,25.33,328.83,275.33,355.17,342.0,2.0,1.67,0.83,1.33,-2.0,-3.33,0.17,0.17,0.2,0.2,0.0,0.33,0.33,0.0,6.670000000000002,53.5,0.33000000000000007,1.33,0.0,0.0,5.980000000000004,604.16,1.4,1.19,0.6
-1.0,54.0,0,0.0,0,27.0,26.6,30.67,28.6,403.17,347.8,432.5,379.0,0.83,0.8,1.33,1.2,-1.33,5.0,0.17,0.4,0.2,0.4,0.0,0.0,0.33,0.67,0.3999999999999986,55.370000000000005,0.029999999999999916,-6.33,-0.23,-0.2,-4.8300000000000125,750.97,1.02,1.16,-0.27
-4.5,50.0,1,0.0,1,27.17,21.5,31.17,26.17,358.83,343.33,365.67,394.17,1.33,1.6,2.0,1.17,-3.67,-6.67,0.67,0.33,0.8,0.4,1.0,0.5,0.33,0.25,5.670000000000002,15.5,-0.27,3.0,0.34,0.4,6.170000000000002,702.16,1.26,1.05,0.55
-2.5,55.5,1,1.0,0,32.4,24.33,27.8,30.33,396.6,368.0,347.4,424.0,0.4,1.17,0.6,0.67,-2.33,0.67,0.8,0.17,0.8,0.2,1.0,0.33,0.67,0.0,8.07,28.600000000000023,-0.7699999999999999,-3.0,0.63,0.6000000000000001,7.050000000000011,764.6,1.33,1.08,-3.48
-7.0,49.5,1,0.0,1,30.6,23.0,30.0,23.5,378.4,383.5,337.4,340.5,0.8,1.33,1.0,1.5,0.67,3.33,0.6,0.5,0.6,0.6,0.67,0.33,0.5,0.67,7.600000000000001,-5.100000000000023,-0.53,-2.66,0.09999999999999998,0.0,12.840000000000003,761.9,1.33,0.99,0.2
-9.5,47.0,1,0.0,0,26.0,12.5,28.0,30.83,369.17,276.67,387.5,378.83,1.5,1.0,1.17,1.5,-9.33,-17.67,0.67,0.0,0.6,0.0,0.67,0.0,0.67,0.0,13.5,92.5,0.5,8.340000000000002,0.67,0.6,-10.919999999999987,645.84,2.08,1.33,0.53
-1.0,51.0,0,0.0,0,32.8,31.2,25.2,18.8,423.2,358.0,409.8,285.2,0.6,0.8,1.8,1.8,11.0,15.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5999999999999979,65.19999999999999,-0.20000000000000007,-4.67,0.0,0.0,-4.8500000000000085,781.2,1.05,1.18,0.7
-1.0,44.5,0,0.0,0,28.83,18.0,36.33,27.0,464.0,275.33,410.0,337.0,2.5,1.67,0.5,1.33,-12.0,-11.67,0.33,0.17,0.4,0.0,0.5,0.33,0.0,0.0,10.829999999999998,188.67000000000002,0.8300000000000001,-0.33000000000000007,0.16,0.4,18.040000000000006,739.3299999999999,1.6,1.69,1.03
-3.5,51.5,1,1.0,1,29.5,30.2,20.33,30.4,358.17,399.4,282.0,393.6,1.17,1.4,1.83,0.6,11.33,-5.0,0.67,0.6,0.8,0.6,1.0,0.5,0.33,0.67,-0.6999999999999993,-41.22999999999996,-0.22999999999999998,16.33,0.07000000000000006,0.20000000000000007,7.810000000000002,757.5699999999999,0.98,0.9,-2.27
-7.0,46.0,1,1.0,1,29.17,20.0,21.17,22.0,417.0,305.2,353.33,349.8,0.67,2.0,1.5,1.0,5.67,-1.0,0.83,0.4,0.8,0.4,0.67,0.0,1.0,0.67,9.170000000000002,111.80000000000001,-1.33,6.67,0.42999999999999994,0.4,-4.180000000000007,722.2,1.46,1.37,-5.67
-8.0,48.0,1,1.0,1,22.0,20.83,25.0,30.17,390.2,351.17,380.6,414.5,1.4,1.5,0.8,1.0,-5.0,-14.0,0.2,0.17,0.2,0.0,0.0,0.33,0.33,0.0,1.1700000000000017,39.02999999999997,-0.10000000000000009,9.0,0.03,0.2,6.909999999999997,741.37,1.06,1.11,0.36
-3.0,44.5,0,0.0,0,21.8,24.67,22.0,21.67,374.4,368.5,339.0,321.0,2.0,1.17,2.0,1.0,-2.0,-7.67,0.4,0.5,0.4,0.6,0.67,0.25,0.0,1.0,-2.870000000000001,5.899999999999977,0.8300000000000001,5.67,-0.09999999999999998,-0.19999999999999996,-12.060000000000016,742.9,0.88,1.02,0.26
-3.5,55.5,0,0.0,1,33.8,27.67,27.0,18.67,395.8,402.5,471.2,346.17,0.8,1.17,2.0,1.17,5.33,12.67,1.0,0.67,1.0,0.6,1.0,0.5,1.0,0.75,6.1299999999999955,-6.699999999999989,-0.3699999999999999,-7.34,0.32999999999999996,0.4,5.569999999999993,798.3,1.22,0.98,0.42
-6.5,44.0,1,1.0,0,25.33,21.33,19.0,19.33,388.17,312.83,318.5,337.17,1.17,1.17,1.0,1.33,6.67,0.0,0.67,0.83,0.6,0.8,1.0,0.67,0.5,1.0,4.0,75.34000000000003,0.0,6.67,-0.15999999999999992,-0.20000000000000007,5.099999999999994,701.0,1.19,1.24,inf
-1.5,52.0,0,0.0,0,23.14,26.29,24.0,29.57,369.14,401.0,351.14,425.86,1.14,0.86,1.43,1.14,-1.0,3.0,0.43,0.14,0.6,0.2,0.33,0.0,0.5,0.33,-3.1499999999999986,-31.860000000000014,0.2799999999999999,-4.0,0.29,0.39999999999999997,-0.8799999999999955,770.14,0.88,0.92,-0.33
-4.0,44.0,0,0.0,1,29.83,30.5,17.33,19.67,342.17,358.67,339.83,286.33,0.83,1.17,1.83,1.5,13.33,14.33,0.83,1.0,0.8,1.0,0.67,1.0,1.0,1.0,-0.6700000000000017,-16.5,-0.33999999999999997,-1.0,-0.17000000000000004,-0.19999999999999996,3.5999999999999943,700.84,0.98,0.95,0.93
-4.0,41.0,1,0.0,1,24.86,19.17,25.43,23.83,376.71,352.17,359.43,360.33,1.43,2.33,1.29,2.0,-9.0,-16.33,0.71,0.33,0.6,0.2,0.67,0.5,0.75,0.0,5.689999999999998,24.539999999999964,-0.9000000000000001,7.329999999999998,0.37999999999999995,0.39999999999999997,-11.309999999999988,728.88,1.3,1.07,0.55
-7.5,49.5,0,0.0,1,31.33,23.29,25.5,27.71,401.33,361.14,401.83,394.71,0.5,1.67,2.0,1.14,9.67,-10.33,0.83,0.29,0.8,0.4,0.75,0.33,1.0,0.25,8.04,40.19,-1.17,20.0,0.54,0.4,2.030000000000001,762.47,1.35,1.11,-0.94
-1.0,48.0,0,0.0,0,28.57,28.5,31.57,32.83,364.43,390.67,380.29,403.67,1.29,1.33,2.0,0.5,-6.33,-8.0,0.71,0.5,0.8,0.4,1.0,0.33,0.5,0.67,0.07000000000000028,-26.24000000000001,-0.040000000000000036,1.67,0.20999999999999996,0.4,5.439999999999998,755.1,1.0,0.93,0.79
-3.5,49.0,1,1.0,1,26.17,26.0,19.17,27.5,363.17,354.17,288.0,380.5,1.17,0.67,1.67,1.17,1.0,4.33,0.67,0.5,0.8,0.6,1.0,0.0,0.33,0.75,0.1700000000000017,9.0,0.4999999999999999,-3.33,0.17000000000000004,0.20000000000000007,2.569999999999979,717.34,1.01,1.03,0.23
-5.5,47.0,0,0.0,1,32.83,25.83,26.5,32.0,393.67,374.17,350.33,413.67,0.33,2.0,0.67,0.83,0.33,-3.33,0.83,0.17,0.8,0.2,1.0,0.0,0.75,0.33,7.0,19.5,-1.67,3.66,0.6599999999999999,0.6000000000000001,-4.61999999999999,767.84,1.27,1.05,-0.1
-20.0,49.0,1,1.0,0,31.14,12.14,20.43,29.0,398.29,264.43,361.57,385.0,0.71,1.14,1.86,1.43,9.33,-17.33,0.86,0.0,0.8,0.0,0.67,0.0,1.0,0.0,19.0,133.86,-0.42999999999999994,26.659999999999997,0.86,0.8,-0.44999999999998863,662.72,2.57,1.51,-0.54
-3.5,46.5,0,0.0,0,25.14,26.67,17.71,18.83,385.71,354.33,312.86,360.17,1.14,1.17,1.14,1.5,8.67,14.0,0.71,0.5,0.6,0.6,1.0,0.33,0.5,0.67,-1.5300000000000011,31.379999999999995,-0.030000000000000027,-5.33,0.20999999999999996,0.0,0.4299999999999926,740.04,0.94,1.09,0.62
-3.0,44.5,0,0.0,1,24.83,19.33,25.67,25.5,405.83,322.83,366.17,339.17,1.17,2.33,0.83,1.0,0.0,-4.0,0.33,0.33,0.2,0.4,0.33,0.0,0.33,0.67,5.5,83.0,-1.1600000000000001,4.0,0.0,-0.2,-7.500000000000014,728.66,1.28,1.26,-0.0
-5.5,41.0,1,0.0,1,30.0,19.71,29.0,20.0,384.5,308.0,328.33,342.0,0.83,1.29,0.83,1.29,4.0,-2.0,0.67,0.71,0.6,0.6,0.75,0.67,0.5,0.75,10.29,76.5,-0.4600000000000001,6.0,-0.039999999999999925,0.0,20.680000000000007,692.5,1.52,1.25,-2.0
-1.0,54.5,1,1.0,1,33.83,25.86,28.67,19.43,425.17,382.57,479.17,309.57,1.17,1.29,2.0,1.43,2.0,3.0,0.83,0.57,0.8,0.6,1.0,0.25,0.67,1.0,7.969999999999999,42.60000000000002,-0.1200000000000001,-1.0,0.26,0.20000000000000007,-11.860000000000014,807.74,1.31,1.11,0.67
-10.5,43.0,1,1.0,0,23.29,25.14,28.0,34.71,345.0,418.0,350.86,408.14,1.83,2.29,1.14,0.43,-3.33,-15.67,0.29,0.29,0.4,0.2,0.25,0.5,0.33,0.0,-1.8500000000000014,-73.0,-0.45999999999999996,12.34,0.0,0.2,-7.529999999999987,763.0,0.93,0.83,0.21
-13.0,47.0,1,0.0,1,31.71,17.43,20.29,24.86,371.86,282.43,291.29,356.29,1.0,1.86,1.71,1.29,17.33,-1.0,0.71,0.14,0.8,0.2,1.0,0.33,0.5,0.0,14.280000000000001,89.43,-0.8600000000000001,18.33,0.57,0.6000000000000001,10.849999999999994,654.29,1.82,1.32,-17.33
-6.0,48.5,1,1.0,1,31.29,26.0,26.71,21.62,394.57,378.62,346.57,314.62,0.43,1.38,0.57,1.25,-6.33,8.33,0.71,0.5,0.6,0.4,0.67,0.25,0.75,0.75,5.289999999999999,15.949999999999989,-0.95,-14.66,0.20999999999999996,0.19999999999999996,-11.200000000000003,773.19,1.2,1.04,-0.76
-4.5,50.5,1,1.0,1,26.12,21.0,28.0,26.14,401.0,326.86,410.62,360.0,0.88,2.14,1.12,1.14,8.0,-6.67,0.25,0.43,0.4,0.6,0.0,0.25,0.5,0.67,5.120000000000001,74.13999999999999,-1.2600000000000002,14.67,-0.18,-0.19999999999999996,-4.140000000000015,727.86,1.24,1.23,-1.2
-3.0,55.5,0,0.0,1,34.29,24.75,28.43,24.88,414.43,372.0,460.86,358.12,1.0,1.38,2.0,1.25,2.67,0.67,0.86,0.75,0.8,0.6,1.0,0.75,0.67,0.75,9.54,42.43000000000001,-0.3799999999999999,2.0,0.10999999999999999,0.20000000000000007,11.509999999999991,786.4300000000001,1.39,1.11,3.99
-1.0,47.5,0,0.0,0,28.29,29.0,19.43,18.86,363.57,358.57,293.43,322.86,1.0,1.29,1.71,1.71,5.0,7.33,0.71,0.71,0.8,0.6,1.0,0.5,0.5,1.0,-0.7100000000000009,5.0,-0.29000000000000004,-2.33,0.0,0.20000000000000007,-0.5800000000000125,722.14,0.98,1.01,0.68
-7.0,49.0,1,0.0,1,23.71,22.0,31.0,31.43,367.57,343.0,417.57,424.43,1.14,1.43,0.57,0.86,-1.67,-14.67,0.14,0.14,0.2,0.0,0.25,0.33,0.0,0.0,1.7100000000000009,24.569999999999993,-0.29000000000000004,13.0,0.0,0.2,4.8799999999999955,710.5699999999999,1.08,1.07,0.11
-10.0,51.5,1,0.0,1,31.62,22.38,19.0,24.12,410.5,361.0,344.0,357.38,0.62,1.12,1.75,1.38,20.67,-6.0,0.88,0.38,0.8,0.4,0.75,0.25,1.0,0.5,9.240000000000002,49.5,-0.5000000000000001,26.67,0.5,0.4,0.8400000000000034,771.5,1.41,1.14,-3.44
-3.0,51.5,1,1.0,1,26.14,25.29,30.57,29.43,367.0,350.14,411.71,378.43,1.71,0.86,0.86,1.0,-4.0,-0.33,0.29,0.43,0.4,0.6,0.0,0.0,0.5,0.75,0.8500000000000014,16.860000000000014,0.85,-3.67,-0.14,-0.19999999999999996,1.4499999999999886,717.14,1.03,1.05,12.12
-6.5,46.5,1,1.0,0,29.71,20.12,26.29,20.75,407.0,310.62,396.86,348.5,0.57,1.25,1.71,1.12,-2.67,-3.33,0.71,0.62,0.6,0.4,0.75,0.5,0.67,0.75,9.59,96.38,-0.68,0.6600000000000001,0.08999999999999997,0.19999999999999996,8.25,717.62,1.48,1.31,0.8
-3.0,43.5,0,0.0,0,19.0,18.12,23.57,24.88,292.71,291.75,309.14,354.75,1.43,1.88,1.29,1.25,0.33,-0.67,0.29,0.12,0.2,0.2,0.5,0.25,0.0,0.0,0.879999999999999,0.9599999999999795,-0.44999999999999996,1.0,0.16999999999999998,0.0,-4.530000000000015,584.46,1.05,1.0,-0.49
-1.0,52.5,1,1.0,1,26.71,25.57,29.0,26.43,379.0,417.14,377.86,364.0,1.14,1.29,0.57,0.86,-2.33,2.0,0.57,0.29,0.4,0.2,0.33,0.33,0.75,0.25,1.1400000000000006,-38.139999999999986,-0.15000000000000013,-4.33,0.27999999999999997,0.2,1.5900000000000034,796.14,1.04,0.91,-1.16
-6.0,49.0,0,0.0,1,29.0,26.86,20.86,18.57,419.14,324.43,378.43,376.0,1.29,1.29,1.43,1.86,17.0,20.33,0.71,0.57,0.6,0.8,0.67,0.5,0.75,0.67,2.1400000000000006,94.70999999999998,0.0,-3.3299999999999983,0.14,-0.20000000000000007,-0.519999999999996,743.5699999999999,1.08,1.29,0.84
-14.0,44.0,1,0.0,0,30.14,23.12,20.29,33.25,339.0,398.88,310.71,384.88,1.14,2.25,1.86,0.88,12.67,-21.33,1.0,0.25,1.0,0.2,1.0,0.5,1.0,0.0,7.02,-59.879999999999995,-1.11,34.0,0.75,0.8,-4.319999999999993,737.88,1.3,0.85,-0.59
-3.0,51.0,0,0.0,0,30.88,29.43,20.62,28.14,368.38,385.86,299.5,328.43,1.0,0.71,1.75,0.86,18.33,3.0,0.75,0.71,0.8,0.8,1.0,0.75,0.6,0.67,1.4499999999999993,-17.480000000000018,0.29000000000000004,15.329999999999998,0.040000000000000036,0.0,-5.920000000000002,754.24,1.05,0.95,6.11
-9.0,42.0,1,0.0,1,19.43,11.75,23.86,29.75,351.71,259.0,357.29,398.88,2.14,1.12,1.86,1.25,-12.0,-19.33,0.29,0.0,0.2,0.0,0.5,0.0,0.0,0.0,7.68,92.70999999999998,1.02,7.329999999999998,0.29,0.2,0.39000000000000057,610.71,1.65,1.36,0.62
-1.0,49.5,1,1.0,1,26.0,29.0,20.0,25.12,360.5,384.62,290.0,394.12,1.12,0.5,1.62,1.75,3.33,-2.33,0.62,0.75,0.6,0.6,0.75,0.8,0.5,0.67,-3.0,-24.120000000000005,0.6200000000000001,5.66,-0.13,0.0,7.86999999999999,745.12,0.9,0.94,-1.43
-6.0,49.5,1,1.0,1,27.78,23.33,22.56,25.11,349.0,369.22,312.89,361.78,1.22,1.0,1.78,1.33,-2.67,-4.33,0.67,0.33,0.6,0.2,0.75,0.25,0.6,0.4,4.450000000000003,-20.220000000000027,0.21999999999999997,1.6600000000000001,0.34,0.39999999999999997,6.920000000000002,718.22,1.19,0.95,0.62
-4.5,46.5,1,0.0,0,25.75,24.12,29.62,30.25,346.75,368.38,371.38,415.75,1.25,1.12,1.75,0.62,-12.67,-6.33,0.62,0.25,0.6,0.4,0.75,0.25,0.5,0.25,1.629999999999999,-21.629999999999995,0.1299999999999999,-6.34,0.37,0.19999999999999996,9.060000000000002,715.13,1.07,0.94,2.0
-2.5,45.5,1,1.0,1,24.62,19.12,30.0,23.5,359.0,306.38,392.0,314.25,1.12,1.88,0.88,1.12,-11.0,6.0,0.38,0.25,0.4,0.2,0.0,0.4,0.6,0.0,5.5,52.620000000000005,-0.7599999999999998,-17.0,0.13,0.2,14.170000000000016,665.38,1.29,1.17,-1.83
-13.5,47.5,1,0.0,0,31.62,22.38,25.5,30.88,395.88,350.5,345.38,418.12,0.38,1.38,0.75,0.88,8.67,-10.0,0.75,0.12,0.6,0.0,0.67,0.25,0.8,0.0,9.240000000000002,45.379999999999995,-0.9999999999999999,18.67,0.63,0.6,11.930000000000007,746.38,1.41,1.13,-0.87
-5.0,46.5,0,0.0,0,23.25,18.67,25.62,24.33,329.62,298.22,340.12,360.0,2.14,1.67,1.25,1.67,4.33,0.0,0.38,0.22,0.6,0.4,0.4,0.25,0.33,0.2,4.579999999999998,31.399999999999977,0.4700000000000002,4.33,0.16,0.19999999999999996,5.980000000000004,627.84,1.25,1.11,inf
-3.0,56.0,1,0.0,1,29.25,26.89,22.5,25.89,422.0,377.33,370.12,364.89,1.25,1.22,1.25,1.56,9.33,7.0,0.62,0.78,0.6,0.6,0.5,0.8,0.75,0.75,2.3599999999999994,44.670000000000016,0.030000000000000027,2.33,-0.16000000000000003,0.0,5.939999999999998,799.3299999999999,1.09,1.12,1.33
-3.5,50.0,1,1.0,0,27.25,21.75,28.62,27.12,371.62,336.62,385.62,360.38,1.12,2.0,0.62,1.12,-3.33,-11.0,0.62,0.38,0.6,0.6,0.33,0.25,0.8,0.5,5.5,35.0,-0.8799999999999999,7.67,0.24,0.0,-5.910000000000011,708.24,1.25,1.1,0.3
-1.5,49.0,1,1.0,1,27.75,25.62,20.12,27.0,322.88,420.0,384.25,358.5,1.12,1.25,1.75,0.88,12.67,1.33,0.62,0.25,0.8,0.2,0.5,0.25,0.75,0.25,2.129999999999999,-97.12,-0.1299999999999999,11.34,0.37,0.6000000000000001,-0.6899999999999977,742.88,1.08,0.77,9.53
-3.0,55.0,1,1.0,0,24.12,34.25,19.0,30.38,396.38,415.0,291.88,455.75,1.5,1.38,1.25,1.75,-1.67,-1.0,0.62,0.75,0.6,0.6,1.0,1.0,0.4,0.5,-10.129999999999999,-18.620000000000005,0.1200000000000001,-0.6699999999999999,-0.13,0.0,-4.6200000000000045,811.38,0.7,0.96,1.67
-9.5,50.0,1,1.0,0,30.5,25.0,25.0,23.0,390.12,374.0,311.62,324.67,0.88,1.44,1.12,1.11,13.67,0.0,0.75,0.44,1.0,0.4,0.75,0.2,0.75,0.75,5.5,16.120000000000005,-0.5599999999999999,13.67,0.31,0.6,-0.9000000000000057,764.12,1.22,1.04,inf
-6.5,46.0,1,1.0,0,29.38,24.25,20.12,26.75,341.0,361.88,317.38,400.5,1.0,1.43,1.88,1.12,4.0,1.33,1.0,0.38,1.0,0.4,1.0,0.5,1.0,0.25,5.129999999999999,-20.879999999999995,-0.42999999999999994,2.67,0.62,0.6,6.88000000000001,702.88,1.21,0.94,3.01
-7.0,44.0,0,0.0,0,28.38,20.75,17.75,24.25,347.0,361.88,324.88,352.88,1.25,1.88,1.75,1.75,4.0,-9.0,0.75,0.38,0.8,0.2,0.5,0.5,1.0,0.25,7.629999999999999,-14.879999999999995,-0.6299999999999999,13.0,0.37,0.6000000000000001,7.180000000000007,708.88,1.37,0.96,-0.44
-3.5,44.5,1,1.0,0,27.12,19.78,29.25,21.11,382.0,317.78,412.88,335.11,1.5,1.33,1.12,1.0,1.0,-8.0,0.38,0.56,0.6,0.4,0.25,0.5,0.5,0.6,7.34,64.22000000000003,0.16999999999999993,9.0,-0.18000000000000005,0.19999999999999996,15.0,699.78,1.37,1.2,-0.12
-3.0,56.5,1,1.0,0,32.22,29.56,29.56,23.33,405.89,425.44,448.33,370.0,1.56,1.33,1.67,1.33,-2.33,0.67,0.67,0.67,0.4,0.8,1.0,0.6,0.4,0.75,2.66,-19.55000000000001,0.22999999999999998,-3.0,0.0,-0.4,5.569999999999993,831.3299999999999,1.09,0.95,-3.48
-6.0,50.5,0,0.0,1,27.11,27.67,18.33,26.11,348.11,374.56,323.0,398.11,1.22,0.44,1.56,1.56,1.33,-7.0,0.67,0.67,0.6,0.4,0.5,0.67,0.8,0.67,-0.5600000000000023,-26.44999999999999,0.78,8.33,0.0,0.19999999999999996,8.450000000000003,722.6700000000001,0.98,0.93,-0.19
-3.0,47.0,0,0.0,0,25.22,23.3,29.67,27.2,360.44,351.0,400.0,380.0,1.0,1.0,0.89,1.3,-10.33,-11.0,0.44,0.3,0.6,0.0,0.25,0.2,0.6,0.4,1.9199999999999982,9.439999999999998,0.0,0.6699999999999999,0.14,0.6,5.710000000000008,711.44,1.08,1.03,0.94
-2.5,45.5,1,1.0,0,24.0,22.56,27.11,25.78,347.78,331.44,357.11,344.78,1.11,1.88,1.56,1.11,-1.33,1.67,0.67,0.33,0.6,0.4,0.8,0.4,0.5,0.25,1.4400000000000013,16.339999999999975,-0.7699999999999998,-3.0,0.34,0.19999999999999996,2.499999999999986,679.22,1.06,1.05,-0.8
-2.5,49.5,0,0.0,0,21.0,22.22,23.44,28.0,355.89,354.44,353.33,409.11,1.67,1.0,1.67,0.56,2.0,-5.33,0.44,0.22,0.4,0.4,0.6,0.25,0.25,0.2,-1.2199999999999989,1.4499999999999886,0.6699999999999999,7.33,0.22,0.0,6.189999999999998,710.3299999999999,0.95,1.0,-0.38
-11.0,47.5,1,1.0,0,30.11,22.11,19.0,30.11,345.0,340.44,318.11,415.56,0.89,1.33,1.89,1.0,11.67,-5.33,1.0,0.11,1.0,0.0,1.0,0.25,1.0,0.0,8.0,4.560000000000002,-0.44000000000000006,17.0,0.89,1.0,14.650000000000006,685.44,1.36,1.01,-2.19
-3.5,49.5,1,1.0,0,30.11,27.0,23.67,27.89,373.11,396.78,308.22,410.0,1.0,0.89,1.44,1.11,17.33,4.67,0.78,0.33,1.0,0.6,0.8,0.2,0.75,0.5,3.1099999999999994,-23.66999999999996,0.10999999999999999,12.659999999999998,0.45,0.4,11.960000000000008,769.89,1.12,0.94,3.71
-2.0,48.0,1,1.0,0,20.0,22.67,24.22,27.78,323.89,357.67,320.67,397.89,1.78,1.5,1.0,1.0,5.33,-6.0,0.22,0.33,0.2,0.2,0.4,0.5,0.0,0.2,-2.6700000000000017,-33.78000000000003,0.28,11.33,-0.11000000000000001,0.0,-6.840000000000003,681.56,0.88,0.91,-0.89
-4.0,46.0,0,0.0,0,27.89,20.67,20.22,28.22,318.11,334.0,371.89,360.0,1.11,2.33,1.67,1.0,7.33,-10.33,0.67,0.33,1.0,0.4,0.6,0.25,0.75,0.4,7.219999999999999,-15.889999999999986,-1.22,17.66,0.34,0.6,-8.190000000000012,652.11,1.35,0.95,-0.71
-10.0,47.0,1,0.0,1,25.11,13.44,27.22,29.78,403.67,266.0,349.78,402.67,1.22,1.11,0.89,1.11,-4.67,-12.33,0.22,0.0,0.2,0.0,0.25,0.0,0.2,0.0,11.67,137.67000000000002,0.10999999999999988,7.66,0.22,0.2,-3.769999999999996,669.6700000000001,1.87,1.52,0.38
-1.5,52.5,1,1.0,1,26.89,30.78,19.67,24.89,368.22,395.78,290.44,335.89,1.0,0.56,1.44,0.78,7.67,5.0,0.67,0.78,0.6,0.6,0.75,0.75,0.6,0.8,-3.8900000000000006,-27.559999999999945,0.43999999999999995,2.67,-0.10999999999999999,0.0,5.739999999999981,764.0,0.87,0.93,1.53
